person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
41,10.905974329106854,MORTGAGE,0.0,EDUCATION,A,8.94910546953925,6.91,0.14,0,17,0
43,10.896757843893464,RENT,0.0,PERSONAL,D,9.105090961257085,15.65,0.17,1,14,1
25,9.506065016071148,RENT,3.0,MEDICAL,A,8.699681400989514,7.49,0.45,0,3,1
34,10.691967639914864,OWN,2.0,VENTURE,C,9.210440366976517,13.43,0.23,0,6,0
32,11.211833885608513,MORTGAGE,0.0,PERSONAL,A,7.496097345175956,8.94,0.02,0,10,0
22,11.002116507732017,MORTGAGE,4.0,PERSONAL,C,8.006700845440367,13.16,0.05,0,2,0
23,11.711784520403112,RENT,7.0,MEDICAL,C,9.546884034617925,13.48,0.11,0,4,0
25,11.736077016252437,MORTGAGE,4.0,EDUCATION,C,8.987321812850125,13.8,0.06,0,3,0
27,10.968215530759236,MORTGAGE,7.0,VENTURE,B,7.937731775260109,11.99,0.05,0,8,0
35,11.451060699493427,MORTGAGE,9.0,VENTURE,B,9.61587214452889,9.88,0.16,0,10,0
49,11.082157933374816,MORTGAGE,0.0,PERSONAL,B,9.392745258631441,10.62,0.18,0,17,0
25,12.396180477124561,MORTGAGE,4.0,EDUCATION,A,9.680406499268875,7.05,0.07,0,4,0
32,11.736077016252437,MORTGAGE,3.0,VENTURE,B,9.952325334619427,11.71,0.17,0,10,0
30,10.491301994830229,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9.510519035757246,9.91,0.38,0,5,0
32,11.338583982516495,MORTGAGE,15.0,MEDICAL,A,9.61587214452889,6.91,0.18,0,7,0
22,10.385944565501662,RENT,6.0,MEDICAL,D,9.132486932771318,14.46,0.29,1,4,1
30,11.141876276228,MORTGAGE,0.0,DEBTCONSOLIDATION,B,9.546884034617925,10.14,0.2,0,10,1
22,10.404141620980623,RENT,3.0,DEBTCONSOLIDATION,B,7.783640596221253,11.48,0.07,0,4,0
25,10.385944565501662,MORTGAGE,9.0,PERSONAL,C,9.210440366976517,13.99,0.31,1,3,0
27,10.727684925086583,MORTGAGE,6.0,MEDICAL,A,8.006700845440367,6.99,0.07,0,7,0
41,10.085850775128717,OWN,3.0,EDUCATION,C,8.412054873292933,12.99,0.19,1,14,0
44,11.280652870453801,RENT,0.0,HOMEIMPROVEMENT,A,8.006700845440367,5.79,0.04,0,11,0
28,10.491301994830229,RENT,0.0,MEDICAL,B,9.210440366976517,11.11,0.28,0,8,0
28,10.085850775128717,RENT,5.0,PERSONAL,B,8.612685172875459,10.36,0.23,0,7,0
22,10.126511096649761,RENT,3.0,MEDICAL,A,9.210440366976517,8.94,0.4,0,4,1
21,9.862717639992917,RENT,0.0,PERSONAL,B,8.006700845440367,10.99,0.16,0,2,1
23,10.736418414365376,MORTGAGE,1.0,VENTURE,A,8.006700845440367,5.42,0.07,0,3,0
29,11.775297421715827,RENT,1.0,EDUCATION,C,9.210440366976517,14.26,0.08,0,5,0
24,10.283053487118604,MORTGAGE,1.0,PERSONAL,B,9.305741456739435,11.71,0.38,0,4,1
36,10.529452721013085,MORTGAGE,2.0,PERSONAL,B,8.740496729931813,6.0,0.17,0,14,0
23,10.757924157061597,RENT,5.0,VENTURE,B,9.711176264112805,10.62,0.35,0,3,1
22,10.308985993422082,MORTGAGE,2.0,EDUCATION,B,9.491828300264636,10.99,0.44,0,3,0
21,10.308985993422082,RENT,5.0,EDUCATION,A,9.036106025364846,6.03,0.28,0,3,0
27,10.955025703818272,OWN,4.0,MEDICAL,B,9.61587214452889,11.99,0.26,0,10,0
24,11.314486721293981,OWN,8.0,EDUCATION,C,10.12667110305036,15.27,0.3,1,3,0
23,10.308985993422082,RENT,0.0,DEBTCONSOLIDATION,B,8.517393171418904,11.86,0.17,0,4,0
26,10.434145214930487,MORTGAGE,8.0,PERSONAL,A,8.699681400989514,6.92,0.18,0,4,0
23,11.379976759693314,RENT,7.0,MEDICAL,A,9.798182590890704,7.51,0.17,0,3,1
32,10.63106031411106,OWN,4.0,PERSONAL,A,9.259225769705994,6.62,0.25,0,9,0
31,10.626120717152457,RENT,1.0,VENTURE,A,8.881975184248867,7.9,0.17,0,7,0
27,11.87757552297847,MORTGAGE,11.0,EDUCATION,D,9.680406499268875,16.77,0.11,1,6,0
23,10.545367754151743,RENT,4.0,PERSONAL,B,9.210440366976517,10.99,0.26,0,2,0
25,11.496806245590331,RENT,4.0,PERSONAL,D,9.71269017726113,15.28,0.17,1,3,0
24,10.463131911491967,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8.987321812850125,11.71,0.23,0,2,0
24,11.566551536316604,MORTGAGE,8.0,MEDICAL,A,8.160803920954665,7.66,0.03,0,4,0
26,10.463131911491967,MORTGAGE,3.0,PERSONAL,B,8.881975184248867,10.59,0.21,0,3,0
22,10.593153681259418,RENT,6.0,PERSONAL,B,8.987321812850125,11.11,0.2,0,3,0
29,10.373522431293592,MORTGAGE,5.0,MEDICAL,A,8.03947991910045,7.51,0.1,0,5,1
22,10.491301994830229,OWN,4.0,PERSONAL,A,8.086717920303906,7.75,0.09,0,2,0
32,10.505094936455558,RENT,2.0,HOMEIMPROVEMENT,A,8.517393171418904,6.91,0.14,0,5,1
23,10.596659732783579,OWN,6.0,VENTURE,B,9.392745258631441,11.14,0.3,0,3,0
24,10.839600519357369,OWN,8.0,HOMEIMPROVEMENT,A,9.105090961257085,7.14,0.18,0,3,0
23,10.915106645867503,RENT,1.0,MEDICAL,A,8.987321812850125,5.42,0.15,0,4,0
32,10.53212287826962,RENT,4.0,MEDICAL,B,8.131824785007195,9.88,0.09,0,9,0
28,9.392745258631441,RENT,0.0,PERSONAL,C,7.783640596221253,12.68,0.2,1,8,1
23,10.714439990727769,RENT,2.0,VENTURE,A,8.791181936736017,8.0,0.15,0,3,0
27,10.691967639914864,RENT,6.0,VENTURE,A,8.476579508530941,7.51,0.11,0,10,0
25,9.990261401318167,RENT,7.0,EDUCATION,C,8.699681400989514,14.72,0.28,1,2,0
22,11.362114203075018,MORTGAGE,6.0,EDUCATION,B,10.12667110305036,11.83,0.29,0,4,0
30,10.915106645867503,OWN,2.0,EDUCATION,B,8.77971129020447,10.99,0.12,0,9,0
23,10.933124826700707,MORTGAGE,7.0,VENTURE,A,8.881975184248867,6.03,0.13,0,2,0
37,11.082157933374816,RENT,7.0,EDUCATION,C,9.392745258631441,13.98,0.18,0,15,0
24,11.289794413577894,OWN,0.0,EDUCATION,A,9.680406499268875,6.17,0.2,0,4,0
34,10.874455845700979,RENT,18.0,VENTURE,B,9.472781556562168,10.62,0.25,0,9,0
26,11.156264806643742,RENT,6.0,VENTURE,E,9.61587214452889,16.35,0.21,1,3,0
25,11.260623406285792,RENT,2.0,HOMEIMPROVEMENT,B,9.546884034617925,10.99,0.18,0,2,0
24,12.154784614286667,MORTGAGE,6.0,PERSONAL,A,8.517393171418904,5.42,0.03,0,2,0
22,11.225256725762893,MORTGAGE,6.0,MEDICAL,B,10.12667110305036,9.25,0.33,0,2,0
27,9.923339198238729,RENT,3.0,MEDICAL,A,8.612685172875459,6.91,0.27,0,7,0
23,11.338583982516495,MORTGAGE,7.0,EDUCATION,B,10.043292972227004,11.99,0.27,0,2,0
37,9.575052927597383,RENT,4.0,VENTURE,C,8.006700845440367,13.61,0.21,0,17,1
25,10.868587496017359,MORTGAGE,4.0,DEBTCONSOLIDATION,A,9.105090961257085,7.88,0.17,0,4,0
37,9.90353755128617,OWN,2.0,VENTURE,B,8.006700845440367,12.69,0.15,0,17,0
22,10.839600519357369,RENT,6.0,EDUCATION,A,8.922791623969637,5.99,0.15,0,3,0
23,12.611541086966115,OWN,1.0,EDUCATION,F,10.096213132628804,19.41,0.08,1,2,0
21,10.87806606028079,MORTGAGE,5.0,VENTURE,C,9.798182590890704,13.8,0.34,1,3,0
39,11.957617696467539,MORTGAGE,2.0,DEBTCONSOLIDATION,B,9.61587214452889,11.89,0.1,0,11,0
25,11.127277689932466,RENT,2.0,DEBTCONSOLIDATION,B,9.517898598432753,10.0,0.2,0,3,0
23,10.571342565808699,OWN,7.0,MEDICAL,B,8.006700845440367,10.62,0.08,0,2,0
31,11.362160713080492,OWN,8.0,VENTURE,B,7.601402334583733,10.74,0.02,0,6,0
23,10.308985993422082,MORTGAGE,0.0,DEBTCONSOLIDATION,A,8.77971129020447,7.74,0.22,0,4,0
31,10.819798284210286,MORTGAGE,7.0,VENTURE,A,8.699681400989514,5.99,0.12,0,8,0
25,11.918397239722838,MORTGAGE,3.0,HOMEIMPROVEMENT,A,9.61587214452889,6.54,0.1,0,2,0
26,11.002116507732017,MORTGAGE,0.0,MEDICAL,A,8.517393171418904,7.9,0.08,0,2,1
24,11.217224661591072,RENT,1.0,EDUCATION,A,8.160803920954665,7.29,0.05,0,4,0
52,10.12667110305036,RENT,23.0,MEDICAL,D,8.517393171418904,12.61,0.2,1,22,1
25,10.915106645867503,MORTGAGE,9.0,DEBTCONSOLIDATION,A,9.741027444837728,6.91,0.31,0,4,0
22,10.308985993422082,MORTGAGE,0.0,EDUCATION,A,8.853808274977197,7.29,0.23,0,3,0
25,11.579377778638072,OWN,9.0,EDUCATION,C,8.699681400989514,15.27,0.06,1,4,0
34,10.915106645867503,MORTGAGE,6.0,EDUCATION,C,8.517393171418904,13.43,0.09,1,10,0
25,10.915106645867503,RENT,2.0,EDUCATION,C,9.798182590890704,12.84,0.33,0,2,1
32,10.819798284210286,OWN,16.0,MEDICAL,A,8.987321812850125,7.49,0.16,0,10,0
22,9.798182590890704,RENT,1.0,EDUCATION,B,8.853808274977197,10.65,0.39,0,3,1
27,11.207228765796126,RENT,4.0,HOMEIMPROVEMENT,E,9.392745258631441,14.18,0.16,0,7,0
24,10.778977123006351,MORTGAGE,7.0,MEDICAL,A,9.392745258631441,7.29,0.25,0,3,0
24,10.463131911491967,RENT,0.0,MEDICAL,A,7.496097345175956,7.14,0.05,0,2,0
23,9.862717639992917,OWN,4.0,HOMEIMPROVEMENT,A,8.699681400989514,6.54,0.31,0,4,1
27,10.434145214930487,RENT,0.0,DEBTCONSOLIDATION,A,8.699681400989514,6.99,0.18,0,6,0
33,11.678448377988165,MORTGAGE,12.0,DEBTCONSOLIDATION,D,10.463131911491967,17.49,0.3,1,7,1
32,10.819798284210286,MORTGAGE,5.0,PERSONAL,A,9.169622538697624,6.76,0.19,0,9,0
27,10.125069885783383,RENT,3.0,DEBTCONSOLIDATION,B,9.282754052485227,10.25,0.43,0,10,1
27,10.691967639914864,MORTGAGE,2.0,MEDICAL,A,8.922791623969637,8.0,0.17,0,8,0
34,10.819798284210286,OWN,0.0,VENTURE,A,9.680406499268875,7.51,0.32,0,7,0
28,10.904137815028022,MORTGAGE,12.0,MEDICAL,C,9.798182590890704,12.99,0.28,1,8,1
25,10.753659849198824,MORTGAGE,0.0,MEDICAL,A,8.699681400989514,5.42,0.13,0,4,1
21,10.308985993422082,RENT,1.0,MEDICAL,B,9.210440366976517,11.14,0.33,0,2,1
31,11.49273296168228,OWN,7.0,MEDICAL,C,8.517393171418904,15.96,0.05,1,7,0
23,9.780698256443507,RENT,0.0,PERSONAL,B,7.438971592395862,11.11,0.1,0,3,0
28,12.08954444723597,RENT,5.0,EDUCATION,D,10.12667110305036,14.46,0.14,1,7,1
30,11.329050702576719,RENT,6.0,MEDICAL,A,9.55400099583723,6.03,0.17,0,8,0
24,10.819798284210286,RENT,1.0,MEDICAL,B,9.798182590890704,12.42,0.36,0,4,1
23,11.264476926102367,RENT,7.0,DEBTCONSOLIDATION,A,9.210440366976517,5.79,0.13,0,3,0
25,11.134603622683905,RENT,4.0,EDUCATION,C,9.392745258631441,13.16,0.18,1,2,1
37,11.19822841866684,RENT,4.0,DEBTCONSOLIDATION,B,9.350189267092581,12.21,0.16,0,11,0
37,11.429554725537322,OWN,15.0,MEDICAL,B,9.392745258631441,11.14,0.13,0,14,0
36,11.630317313011602,RENT,3.0,DEBTCONSOLIDATION,B,8.764209507142004,9.99,0.06,0,16,0
40,10.308985993422082,OWN,4.0,HOMEIMPROVEMENT,C,8.517393171418904,13.43,0.17,1,11,0
21,11.002116507732017,RENT,5.0,EDUCATION,B,9.210440366976517,12.18,0.17,0,2,0
30,10.463131911491967,MORTGAGE,14.0,MEDICAL,A,7.601402334583733,5.42,0.06,0,9,0
29,10.308985993422082,MORTGAGE,13.0,PERSONAL,B,9.105090961257085,10.36,0.3,0,10,1
26,11.736077016252437,RENT,0.0,MEDICAL,B,8.987321812850125,9.63,0.06,0,3,0
29,10.308985993422082,MORTGAGE,3.0,VENTURE,A,8.699681400989514,5.79,0.2,0,8,0
28,11.51289546452022,MORTGAGE,6.0,VENTURE,A,9.210440366976517,5.42,0.1,0,8,0
23,9.952325334619427,OWN,7.0,EDUCATION,B,8.922791623969637,12.69,0.36,0,2,0
23,11.225256725762893,MORTGAGE,7.0,VENTURE,B,9.61587214452889,10.38,0.2,0,3,0
33,9.952325334619427,OWN,1.0,EDUCATION,B,8.955577146281511,11.83,0.37,0,6,0
23,11.289794413577894,MORTGAGE,7.0,VENTURE,B,9.99884318585288,10.65,0.28,0,2,0
25,9.392745258631441,RENT,3.0,DEBTCONSOLIDATION,C,8.37816098272068,12.98,0.36,1,4,1
24,11.38054769238444,MORTGAGE,8.0,VENTURE,C,9.210440366976517,13.49,0.11,1,3,0
22,10.92415631759022,RENT,6.0,MEDICAL,B,8.006700845440367,10.59,0.05,0,3,0
28,10.645448706505872,RENT,4.0,MEDICAL,B,8.006700845440367,10.25,0.07,0,10,0
25,10.434027564411219,RENT,0.0,VENTURE,A,8.517393171418904,9.38,0.15,0,3,0
24,10.896757843893464,MORTGAGE,9.0,MEDICAL,A,9.210440366976517,9.63,0.19,0,2,1
27,11.552155793461898,RENT,8.0,PERSONAL,A,9.45727857185611,7.29,0.12,0,7,0
25,10.348205424565993,MORTGAGE,9.0,HOMEIMPROVEMENT,D,7.783640596221253,17.58,0.08,1,4,1
64,11.561725152903833,RENT,8.0,HOMEIMPROVEMENT,E,9.90353755128617,18.64,0.19,0,30,0
43,10.034559673629849,RENT,0.0,MEDICAL,B,8.532278828834277,10.59,0.22,0,12,0
27,11.002116507732017,RENT,2.0,HOMEIMPROVEMENT,D,8.517393171418904,15.21,0.08,1,9,1
24,10.308985993422082,RENT,2.0,VENTURE,A,8.006700845440367,7.49,0.1,0,3,0
22,10.203629181337648,RENT,5.0,DEBTCONSOLIDATION,B,7.98139158158007,10.71,0.11,0,3,0
26,11.153117045391879,RENT,3.0,PERSONAL,A,8.699681400989514,9.32,0.09,0,3,0
22,9.798182590890704,RENT,1.0,EDUCATION,C,8.294299608857235,10.91,0.22,1,4,1
23,10.736418414365376,MORTGAGE,6.0,PERSONAL,A,9.61587214452889,6.99,0.33,0,3,0
22,9.798182590890704,RENT,0.0,VENTURE,C,8.160803920954665,13.48,0.19,1,2,1
23,11.51293546492023,MORTGAGE,5.0,DEBTCONSOLIDATION,C,9.61587214452889,11.34,0.15,1,2,0
46,11.002116507732017,RENT,9.0,HOMEIMPROVEMENT,D,9.61587214452889,16.32,0.25,0,16,0
30,11.211833885608513,MORTGAGE,14.0,VENTURE,C,9.546884034617925,13.92,0.19,1,10,0
30,10.491301994830229,RENT,0.0,MEDICAL,C,9.472781556562168,13.61,0.36,0,8,1
24,11.141876276228,MORTGAGE,4.0,DEBTCONSOLIDATION,D,10.12667110305036,15.57,0.36,0,2,1
23,11.385103457032141,MORTGAGE,2.0,MEDICAL,C,8.798756582859841,11.22,0.08,1,3,0
47,10.62135173563291,RENT,2.0,MEDICAL,C,9.210440366976517,13.79,0.24,0,16,0
32,10.596659732783579,MORTGAGE,4.0,VENTURE,A,8.922791623969637,5.99,0.19,0,8,0
26,10.691967639914864,RENT,5.0,MEDICAL,C,8.434028950155469,13.99,0.1,0,3,1
21,10.463131911491967,RENT,3.0,MEDICAL,B,8.764209507142004,12.69,0.18,0,4,0
27,10.757924157061597,MORTGAGE,2.0,DEBTCONSOLIDATION,D,10.12667110305036,14.96,0.53,1,9,1
27,11.156264806643742,RENT,0.0,MEDICAL,B,9.392745258631441,10.65,0.17,0,8,0
23,11.297353179152337,RENT,2.0,MEDICAL,B,8.699681400989514,12.21,0.07,0,2,0
24,10.736418414365376,RENT,0.0,PERSONAL,D,8.695506726812653,14.46,0.13,1,4,1
28,11.289794413577894,OWN,1.0,MEDICAL,A,8.006700845440367,6.54,0.04,0,9,0
35,11.060384472475045,RENT,3.0,EDUCATION,B,9.392745258631441,11.49,0.19,0,8,0
34,12.100717685412471,MORTGAGE,9.0,PERSONAL,C,9.465060106725137,12.99,0.07,1,8,0
24,9.814000386034591,OWN,3.0,HOMEIMPROVEMENT,B,8.006700845440367,11.99,0.16,0,3,1
28,11.522885696764481,MORTGAGE,7.0,PERSONAL,A,8.699681400989514,8.32,0.06,0,9,0
21,10.594156665220533,RENT,3.0,EDUCATION,B,8.699681400989514,11.49,0.15,0,2,0
23,10.762869251237097,RENT,7.0,MEDICAL,B,8.517393171418904,11.36,0.11,0,3,0
31,11.19822841866684,RENT,8.0,EDUCATION,E,10.463131911491967,19.29,0.48,1,10,1
26,11.259387137085286,MORTGAGE,0.0,DEBTCONSOLIDATION,C,8.824824939175638,13.06,0.09,1,4,0
24,11.385103457032141,RENT,2.0,HOMEIMPROVEMENT,B,9.61587214452889,9.99,0.17,0,4,1
23,10.34177474101152,RENT,1.0,DEBTCONSOLIDATION,A,7.313886831633462,8.94,0.05,0,3,0
23,10.915106645867503,MORTGAGE,4.0,VENTURE,A,8.987321812850125,7.49,0.15,0,2,0
25,10.463131911491967,RENT,2.0,DEBTCONSOLIDATION,B,8.922791623969637,10.99,0.21,0,2,0
22,11.26919648004691,MORTGAGE,6.0,DEBTCONSOLIDATION,E,9.305741456739435,17.99,0.14,0,3,1
47,10.25769445336048,RENT,2.0,EDUCATION,A,8.517393171418904,5.42,0.18,0,15,0
43,9.90353755128617,OWN,15.0,EDUCATION,A,8.517393171418904,7.14,0.25,0,15,0
22,10.6033620538455,MORTGAGE,6.0,DEBTCONSOLIDATION,C,8.798756582859841,15.23,0.16,1,3,0
28,11.200964361058276,RENT,2.0,PERSONAL,A,9.392745258631441,8.9,0.16,0,10,0
42,10.920690922912064,OWN,8.0,VENTURE,B,7.601402334583733,11.49,0.04,0,15,0
22,10.848968086540825,MORTGAGE,4.0,PERSONAL,B,8.006700845440367,11.83,0.06,0,2,0
26,10.268165387743457,RENT,0.0,HOMEIMPROVEMENT,D,9.472781556562168,14.46,0.45,0,2,1
22,10.872389709681492,MORTGAGE,2.0,EDUCATION,A,8.517393171418904,9.63,0.09,0,4,0
33,11.51293546492023,RENT,1.0,HOMEIMPROVEMENT,C,10.12667110305036,11.66,0.25,0,9,0
23,11.744045122410057,RENT,0.0,PERSONAL,C,8.987321812850125,13.23,0.06,0,3,0
38,11.608244735642321,MORTGAGE,5.0,MEDICAL,B,9.680406499268875,11.99,0.15,0,13,0
27,12.314931534737134,RENT,2.0,EDUCATION,F,10.12667110305036,18.3,0.11,0,9,1
26,10.714439990727769,RENT,3.0,MEDICAL,A,8.699681400989514,7.49,0.13,0,2,0
23,10.404293143019792,RENT,0.0,DEBTCONSOLIDATION,A,9.305741456739435,7.66,0.33,0,2,1
23,11.002116507732017,MORTGAGE,3.0,MEDICAL,A,8.412054873292933,7.4,0.07,0,3,0
27,12.04355959836804,RENT,0.0,HOMEIMPROVEMENT,A,9.680406499268875,5.79,0.09,0,8,0
40,10.639718168629964,MORTGAGE,4.0,MEDICAL,A,9.798182590890704,5.79,0.43,0,14,0
22,10.799595985047786,RENT,7.0,DEBTCONSOLIDATION,C,8.006700845440367,12.23,0.06,1,2,1
33,10.357774570341576,RENT,16.0,MEDICAL,A,8.881975184248867,5.79,0.23,0,6,0
22,10.308985993422082,OWN,3.0,EDUCATION,A,9.61587214452889,6.62,0.5,0,4,0
22,10.714439990727769,OWN,7.0,EDUCATION,A,8.699681400989514,6.76,0.13,0,2,0
22,11.390904712863719,MORTGAGE,6.0,EDUCATION,A,8.006700845440367,5.79,0.03,0,2,0
22,11.082157933374816,MORTGAGE,1.0,PERSONAL,B,8.922791623969637,10.08,0.12,0,4,0
23,11.002116507732017,RENT,7.0,DEBTCONSOLIDATION,B,10.12667110305036,10.25,0.42,0,2,1
25,11.245059091624615,RENT,4.0,DEBTCONSOLIDATION,C,8.517393171418904,12.53,0.07,0,3,0
26,10.87806606028079,OWN,3.0,VENTURE,B,8.699681400989514,9.99,0.11,0,2,0
24,10.616461869895815,RENT,0.0,VENTURE,A,7.937731775260109,6.99,0.07,0,4,0
26,11.034970305936874,MORTGAGE,3.0,MEDICAL,B,8.294299608857235,9.99,0.06,0,2,0
23,11.350418300109132,MORTGAGE,1.0,PERSONAL,C,9.61587214452889,12.84,0.18,0,3,0
23,10.239995502805316,MORTGAGE,7.0,DEBTCONSOLIDATION,D,9.15915233520675,15.62,0.34,0,2,1
27,10.373522431293592,RENT,3.0,MEDICAL,A,8.343077871169383,8.0,0.13,0,10,0
42,10.139389369949,RENT,1.0,HOMEIMPROVEMENT,D,9.210440366976517,14.84,0.39,1,14,1
24,10.851296331126829,RENT,1.0,HOMEIMPROVEMENT,C,8.006700845440367,12.68,0.06,1,4,0
22,11.461642696843066,MORTGAGE,2.0,MEDICAL,B,8.517393171418904,10.59,0.05,0,2,0
22,11.827743504053695,MORTGAGE,3.0,MEDICAL,B,10.12667110305036,9.99,0.18,0,4,0
37,10.859018228147887,RENT,0.0,VENTURE,C,9.546884034617925,13.16,0.27,0,11,0
28,10.915106645867503,RENT,2.0,MEDICAL,B,9.53249633228804,11.83,0.25,0,6,0
21,11.156264806643742,RENT,5.0,PERSONAL,A,9.546884034617925,6.99,0.2,0,3,0
28,11.002116507732017,RENT,5.0,HOMEIMPROVEMENT,A,8.881975184248867,5.42,0.12,0,7,0
26,11.002116507732017,MORTGAGE,6.0,EDUCATION,A,9.105090961257085,6.91,0.15,0,3,0
23,11.225256725762893,RENT,7.0,EDUCATION,C,9.798182590890704,12.73,0.24,1,4,0
30,10.404293143019792,MORTGAGE,2.0,DEBTCONSOLIDATION,A,8.699681400989514,8.49,0.18,0,8,0
27,10.985309671896763,MORTGAGE,11.0,HOMEIMPROVEMENT,C,9.680406499268875,13.98,0.27,0,10,0
26,11.156264806643742,MORTGAGE,3.0,MEDICAL,B,8.071218539969863,9.25,0.05,0,4,0
26,11.58989576532275,RENT,9.0,EDUCATION,G,10.085850775128717,20.16,0.22,0,3,1
34,11.156264806643742,RENT,19.0,MEDICAL,B,7.783640596221253,11.99,0.03,0,7,0
28,11.111268098204892,RENT,12.0,MEDICAL,C,8.517393171418904,14.26,0.07,0,6,0
23,10.457401400981889,RENT,1.0,HOMEIMPROVEMENT,B,8.517393171418904,10.99,0.14,0,2,1
30,11.251573687764477,MORTGAGE,5.0,DEBTCONSOLIDATION,A,7.313886831633462,6.39,0.02,0,7,0
21,9.392745258631441,MORTGAGE,5.0,DEBTCONSOLIDATION,E,8.086717920303906,15.68,0.27,1,2,1
24,10.645448706505872,RENT,1.0,HOMEIMPROVEMENT,D,7.601402334583733,15.62,0.05,1,2,1
46,11.294893825542195,RENT,2.0,EDUCATION,A,9.585414998760278,8.94,0.18,0,11,0
28,11.159886759040441,OWN,12.0,VENTURE,A,8.160803920954665,6.62,0.05,0,9,0
22,11.097425172408931,MORTGAGE,6.0,DEBTCONSOLIDATION,B,9.210440366976517,11.49,0.15,0,3,0
21,10.308985993422082,RENT,5.0,PERSONAL,B,8.006700845440367,9.62,0.1,0,4,0
50,10.275085591132715,RENT,1.0,PERSONAL,B,7.313886831633462,10.39,0.05,0,15,1
21,10.308985993422082,RENT,5.0,VENTURE,B,9.210440366976517,11.99,0.33,0,4,1
23,10.819798284210286,RENT,4.0,VENTURE,D,8.294299608857235,14.96,0.08,0,3,0
26,10.12667110305036,RENT,1.0,DEBTCONSOLIDATION,E,7.313886831633462,14.7,0.06,0,2,1
21,10.73633145595318,MORTGAGE,2.0,EDUCATION,C,9.741027444837728,13.16,0.37,1,4,1
26,10.714439990727769,RENT,4.0,MEDICAL,D,9.210440366976517,14.11,0.22,1,2,0
29,11.552155793461898,MORTGAGE,7.0,DEBTCONSOLIDATION,A,10.463131911491967,7.49,0.34,0,8,0
23,11.082157933374816,MORTGAGE,8.0,VENTURE,A,8.188966863648876,7.49,0.06,0,3,0
30,11.041336579870135,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8.699681400989514,6.03,0.1,0,10,0
24,11.264476926102367,MORTGAGE,3.0,DEBTCONSOLIDATION,A,9.04793908261736,7.51,0.11,0,4,0
29,11.277165156044557,RENT,0.0,HOMEIMPROVEMENT,D,9.61587214452889,15.7,0.19,1,7,1
123,11.289844411702974,RENT,2.0,EDUCATION,B,9.923339198238729,10.25,0.25,0,3,0
28,10.868587496017359,RENT,2.0,PERSONAL,A,8.987321812850125,7.51,0.15,0,6,0
36,11.002116507732017,RENT,2.0,PERSONAL,A,7.783640596221253,5.79,0.04,0,17,0
24,10.596659732783579,OWN,7.0,VENTURE,C,7.601402334583733,12.53,0.05,0,4,0
23,11.51293546492023,RENT,4.0,MEDICAL,B,7.601402334583733,10.62,0.02,0,2,0
34,10.645448706505872,RENT,5.0,MEDICAL,A,9.842994172107165,7.9,0.45,0,9,1
22,9.952325334619427,RENT,1.0,PERSONAL,A,9.04793908261736,7.51,0.4,0,4,1
44,11.082157933374816,RENT,2.0,VENTURE,A,8.517393171418904,8.0,0.08,0,15,0
39,10.085850775128717,RENT,0.0,VENTURE,D,8.006700845440367,14.12,0.13,0,12,1
29,11.472113887062386,MORTGAGE,4.0,VENTURE,A,8.412054873292933,6.76,0.05,0,10,0
26,10.12667110305036,RENT,0.0,PERSONAL,D,7.783640596221253,15.28,0.1,1,3,1
22,10.12667110305036,OWN,4.0,VENTURE,A,8.517393171418904,6.03,0.2,0,3,0
22,10.714439990727769,RENT,6.0,MEDICAL,B,9.305741456739435,9.88,0.24,0,2,0
35,10.668978650219241,RENT,19.0,MEDICAL,C,7.0909098220799835,13.8,0.03,0,7,0
24,11.472113887062386,MORTGAGE,8.0,HOMEIMPROVEMENT,A,10.463131911491967,7.9,0.36,0,4,0
47,10.518700218288165,MORTGAGE,6.0,HOMEIMPROVEMENT,A,8.909370405197466,8.0,0.2,0,15,0
29,11.652696102959753,MORTGAGE,7.0,EDUCATION,D,8.999742789830492,16.49,0.07,1,10,0
23,10.819878279410617,RENT,7.0,EDUCATION,A,9.210440366976517,6.17,0.2,0,4,0
40,11.652696102959753,MORTGAGE,16.0,HOMEIMPROVEMENT,B,9.210440366976517,11.11,0.09,0,11,1
31,10.308985993422082,OWN,2.0,HOMEIMPROVEMENT,B,7.989899374942939,10.75,0.1,0,7,0
23,11.608244735642321,MORTGAGE,0.0,VENTURE,B,8.853808274977197,10.59,0.06,0,2,0
22,10.859018228147887,MORTGAGE,6.0,VENTURE,C,7.8826922062890254,12.99,0.05,1,3,0
29,10.404293143019792,RENT,4.0,VENTURE,B,8.699681400989514,9.99,0.18,0,6,0
29,9.798182590890704,RENT,4.0,DEBTCONSOLIDATION,B,8.764209507142004,10.37,0.36,0,6,1
23,11.440365524765756,RENT,1.0,DEBTCONSOLIDATION,A,8.881975184248867,6.92,0.08,0,2,0
22,10.859018228147887,MORTGAGE,5.0,VENTURE,A,8.699681400989514,7.9,0.12,0,2,0
28,10.586609649448985,MORTGAGE,2.0,DEBTCONSOLIDATION,B,8.517393171418904,12.53,0.13,0,6,0
21,10.799595985047786,RENT,2.0,PERSONAL,D,9.738082108118487,18.25,0.35,1,4,1
